title,url,raw_price,description,price,year,mileage,fuel,transmission,brand
https://www.sauto.cz/osobni/detail/bmw/rada-2/209865747,"BMW Řada 2,
Plugin hybrid, Active tourer",450 000 Kč,"2020, 97 000 km, Hybridní, Automatická",450000.0,2020.0,97000.0,Hybridní,Automatická,https://www.sauto.cz/osobni/detail/bmw/rada-2/209865747
https://www.sauto.cz/osobni/detail/skoda/superb/209789298,"Škoda Superb,
Sportline 147kW DPH",449 000 Kč,"2021, 229 000 km, Nafta, Automatická",449000.0,2021.0,229000.0,Nafta,Automatická,https://www.sauto.cz/osobni/detail/skoda/superb/209789298
https://www.sauto.cz/osobni/detail/volkswagen/touran/209789331,"Volkswagen Touran,
IQ-Drive 1.6TDI DSG",249 000 Kč,"2019, 325 000 km, Nafta, Automatická",249000.0,2019.0,325000.0,Nafta,Automatická,https://www.sauto.cz/osobni/detail/volkswagen/touran/209789331
https://www.sauto.cz/osobni/detail/skoda/octavia/209802804,"Škoda Octavia,
1.8 TSI, Automat",170 000 Kč,"2013, 185 129 km, Benzín, Automatická",170000.0,2013.0,185129.0,Benzín,Automatická,https://www.sauto.cz/osobni/detail/skoda/octavia/209802804
https://www.sauto.cz/osobni/detail/kia/ev4/209302944,"Kia EV4,
HB 4x2 GT-LINE 150kW + 81,4kWh",1 369 980 Kč,"2026, 1 km, Elektro, Automatická",1369980.0,2026.0,1.0,Elektro,Automatická,https://www.sauto.cz/osobni/detail/kia/ev4/209302944
https://www.sauto.cz/osobni/detail/volvo/ex60/209784270,"Volvo EX60,
PURE ELECTRIC PLUS",1 519 000 Kč,"2026, 0 km, Elektro, Automatická",1519000.0,2026.0,0.0,Elektro,Automatická,https://www.sauto.cz/osobni/detail/volvo/ex60/209784270
https://www.sauto.cz/osobni/detail/skoda/octavia/209677068,"Škoda Octavia,
1.6 TDI, Ambition, Serv.kniha",160 000 Kč,"2012, 76 109 km, Nafta, Manuální",160000.0,2012.0,76109.0,Nafta,Manuální,https://www.sauto.cz/osobni/detail/skoda/octavia/209677068
https://www.sauto.cz/osobni/detail/skoda/octavia/209631807,"Škoda Octavia,
1.4 TSI, NOVÁ CENA",120 000 Kč,"2010, 141 400 km, Benzín, Manuální",120000.0,2010.0,141400.0,Benzín,Manuální,https://www.sauto.cz/osobni/detail/skoda/octavia/209631807
https://www.sauto.cz/osobni/detail/skoda/karoq/209629797,"Škoda Karoq,
1.5 TSI, Fresh, NOVÁ CENA",615 000 Kč,"2024, 38 126 km, Benzín, Manuální",615000.0,2024.0,38126.0,Benzín,Manuální,https://www.sauto.cz/osobni/detail/skoda/karoq/209629797
https://www.sauto.cz/osobni/detail/skoda/karoq/209463279,"Škoda Karoq,
1.5 TSI, NOVÁ CENA, Automat",430 000 Kč,"2020, 148 059 km, Benzín, Automatická",430000.0,2020.0,148059.0,Benzín,Automatická,https://www.sauto.cz/osobni/detail/skoda/karoq/209463279
https://www.sauto.cz/osobni/detail/hyundai/i30/209351844,"Hyundai i30,
1.0 T-GDI, Smart, ČR,1.maj",320 000 Kč,"2022, 97 055 km, Benzín, Manuální",320000.0,2022.0,97055.0,Benzín,Manuální,https://www.sauto.cz/osobni/detail/hyundai/i30/209351844
https://www.sauto.cz/osobni/detail/skoda/octavia/209193120,"Škoda Octavia,
1.6 TDI, NOVÁ CENA, Klima",160 000 Kč,"2016, 181 829 km, Nafta, Manuální",160000.0,2016.0,181829.0,Nafta,Manuální,https://www.sauto.cz/osobni/detail/skoda/octavia/209193120
https://www.sauto.cz/osobni/detail/hyundai/i30/209050071,"Hyundai i30,
1.5 T-GDI MHEV, NOVÁ CENA, ČR",330 000 Kč,"2022, 88 347 km, Benzín, Manuální",330000.0,2022.0,88347.0,Benzín,Manuální,https://www.sauto.cz/osobni/detail/hyundai/i30/209050071
https://www.sauto.cz/osobni/detail/skoda/rapid/209791770,"Škoda Rapid,
1.0 TSI 81kW",254 800 Kč,"2018, 102 762 km, Benzín, Manuální",254800.0,2018.0,102762.0,Benzín,Manuální,https://www.sauto.cz/osobni/detail/skoda/rapid/209791770
https://www.sauto.cz/osobni/detail/volkswagen/touran/208042226,"Volkswagen Touran,
Cross 1.4 TSI 125 kW DSG",154 900 Kč,"2007, 187 700 km, Benzín, Automatická",154900.0,2007.0,187700.0,Benzín,Automatická,https://www.sauto.cz/osobni/detail/volkswagen/touran/208042226
https://www.sauto.cz/osobni/detail/skoda/roomster/209327781,"Škoda Roomster,
1.2 TSI 63kW Klima,Servis,Stav",109 900 Kč,"2011, 176 500 km, Benzín, Manuální",109900.0,2011.0,176500.0,Benzín,Manuální,https://www.sauto.cz/osobni/detail/skoda/roomster/209327781
https://www.sauto.cz/osobni/detail/opel/vivaro/208926315,"Opel Vivaro,
1.6d Long,6 míst,Klima,BezKoro",319 900 Kč,"2016, 218 000 km, Nafta, Manuální",319900.0,2016.0,218000.0,Nafta,Manuální,https://www.sauto.cz/osobni/detail/opel/vivaro/208926315
https://www.sauto.cz/osobni/detail/audi/e-tron/209545251,"Audi e-tron,
50 quattro, SoH 89%",730 000 Kč,"2020, 58 981 km, Elektro, Automatická",730000.0,2020.0,58981.0,Elektro,Automatická,https://www.sauto.cz/osobni/detail/audi/e-tron/209545251
https://www.sauto.cz/osobni/detail/citroen/c3-picasso/209327880,"Citroën C3 Picasso,
1.4i 70 kW Stav,Klima,Tempomat",99 900 Kč,"2011, 181 500 km, Benzín, Manuální",99900.0,2011.0,181500.0,Benzín,Manuální,https://www.sauto.cz/osobni/detail/citroen/c3-picasso/209327880
https://www.sauto.cz/osobni/detail/skoda/roomster/209510946,"Škoda Roomster,
1.2 TSI 63 kW Klima,Výhřevy",119 900 Kč,"2013, 195 300 km, Benzín, Manuální",119900.0,2013.0,195300.0,Benzín,Manuální,https://www.sauto.cz/osobni/detail/skoda/roomster/209510946
https://www.sauto.cz/osobni/detail/skoda/octavia/209551881,"Škoda Octavia,
1.2 TSI 77 kW ALU,Klima,Servis",119 900 Kč,"2012, 210 000 km, Benzín, Manuální",119900.0,2012.0,210000.0,Benzín,Manuální,https://www.sauto.cz/osobni/detail/skoda/octavia/209551881
https://www.sauto.cz/osobni/detail/skoda/fabia/209574420,"Škoda Fabia,
1.4i 63 kW Klima,Sport,BezKoro",89 900 Kč,"2008, 185 300 km, Benzín, Manuální",89900.0,2008.0,185300.0,Benzín,Manuální,https://www.sauto.cz/osobni/detail/skoda/fabia/209574420
https://www.sauto.cz/osobni/detail/skoda/fabia/209574573,"Škoda Fabia,
1.4i 63 kW Sport,Klima,Stav",84 900 Kč,"2008, 176 000 km, Benzín, Manuální",84900.0,2008.0,176000.0,Benzín,Manuální,https://www.sauto.cz/osobni/detail/skoda/fabia/209574573
https://www.sauto.cz/osobni/detail/ford/transit-custom/209592450,"Ford Transit Custom,
2.2d 9 míst L2H2 Klima",309 900 Kč,"2014, 184 600 km, Nafta, Manuální",309900.0,2014.0,184600.0,Nafta,Manuální,https://www.sauto.cz/osobni/detail/ford/transit-custom/209592450
https://www.sauto.cz/osobni/detail/ford/transit-custom/209628381,"Ford Transit Custom,
2.2d 6 míst,Klima,Servis",254 900 Kč,"2014, 198 900 km, Nafta, Manuální",254900.0,2014.0,198900.0,Nafta,Manuální,https://www.sauto.cz/osobni/detail/ford/transit-custom/209628381
https://www.sauto.cz/osobni/detail/mercedes-benz/tridy-c/209762916,"Mercedes-Benz Třídy C,
200 CDi 100 kW Aut.,Xenon,Navi",179 900 Kč,"2010, 219 800 km, Nafta, Automatická",179900.0,2010.0,219800.0,Nafta,Automatická,https://www.sauto.cz/osobni/detail/mercedes-benz/tridy-c/209762916
https://www.sauto.cz/osobni/detail/mercedes-benz/tridy-b/209855022,"Mercedes-Benz Třídy B,
180i 85 kW Výbava,Stav",124 900 Kč,"2009, 199 300 km, Benzín, Manuální",124900.0,2009.0,199300.0,Benzín,Manuální,https://www.sauto.cz/osobni/detail/mercedes-benz/tridy-b/209855022
https://www.sauto.cz/osobni/detail/volkswagen/polo/209861004,"Volkswagen Polo,
1.2 TSI 66 kW Klima,Stav",139 900 Kč,"2012, 181 100 km, Benzín, Manuální",139900.0,2012.0,181100.0,Benzín,Manuální,https://www.sauto.cz/osobni/detail/volkswagen/polo/209861004
https://www.sauto.cz/osobni/detail/skoda/fabia/209865762,"Škoda Fabia,
1.2 TSI 63kW Servis,Klima,Stav",119 900 Kč,"2012, 145 250 km, Benzín, Manuální",119900.0,2012.0,145250.0,Benzín,Manuální,https://www.sauto.cz/osobni/detail/skoda/fabia/209865762
https://www.sauto.cz/osobni/detail/ford/transit-custom/209865777,"Ford Transit Custom,
2.2d 6 míst,Klima,Stav",254 900 Kč,"2015, 194 300 km, Nafta, Manuální",254900.0,2015.0,194300.0,Nafta,Manuální,https://www.sauto.cz/osobni/detail/ford/transit-custom/209865777
https://www.sauto.cz/osobni/detail/bmw/rada-3/209791236,"BMW Řada 3,
318d f30 LCI, full LED",349 000 Kč,"2017, 99 500 km, Nafta, Manuální",349000.0,2017.0,99500.0,Nafta,Manuální,https://www.sauto.cz/osobni/detail/bmw/rada-3/209791236
https://www.sauto.cz/osobni/detail/bmw/rada-5/209833413,"BMW Řada 5,
MPAKET, TOP,LED,ČR,Servi",535 000 Kč,"2020, 177 900 km, Nafta, Automatická",535000.0,2020.0,177900.0,Nafta,Automatická,https://www.sauto.cz/osobni/detail/bmw/rada-5/209833413
https://www.sauto.cz/osobni/detail/skoda/kodiaq/209371134,"Škoda Kodiaq,
2,0 TDi,DSG,Navi,LED,Kamera,AC",555 000 Kč,"2020, 141 000 km, Nafta, Automatická",555000.0,2020.0,141000.0,Nafta,Automatická,https://www.sauto.cz/osobni/detail/skoda/kodiaq/209371134
https://www.sauto.cz/osobni/detail/skoda/fabia/209562453,"Škoda Fabia,
Škoda Fabia II - 1.6 TDI14",99 000 Kč,"2013, 196 000 km, Nafta, Manuální",99000.0,2013.0,196000.0,Nafta,Manuální,https://www.sauto.cz/osobni/detail/skoda/fabia/209562453
https://www.sauto.cz/osobni/detail/audi/a6-avant/209792001,"Audi A6 Avant,
3.0tdi quattro servisováno",120 000 Kč,"2007, 400 500 km, Nafta, Manuální",120000.0,2007.0,400500.0,Nafta,Manuální,https://www.sauto.cz/osobni/detail/audi/a6-avant/209792001
https://www.sauto.cz/osobni/detail/mercedes-benz/tridy-v/209865771,"Mercedes-Benz Třídy V,
d AIRMATIC/4MATIC/Pano/Burmest",1 490 000 Kč,"2021, 114 000 km, Nafta, Automatická",1490000.0,2021.0,114000.0,Nafta,Automatická,https://www.sauto.cz/osobni/detail/mercedes-benz/tridy-v/209865771
https://www.sauto.cz/osobni/detail/mercedes-benz/tridy-e/208560533,"Mercedes-Benz Třídy E,
E 350 D 190 KW",589 000 Kč,"2017, 180 000 km, Nafta, Automatická",589000.0,2017.0,180000.0,Nafta,Automatická,https://www.sauto.cz/osobni/detail/mercedes-benz/tridy-e/208560533
https://www.sauto.cz/osobni/detail/skoda/citigo/209865759,"Škoda Citigo,
iV Ambition PDC",248 000 Kč,"2020, 76 400 km, Elektro, Automatická",248000.0,2020.0,76400.0,Elektro,Automatická,https://www.sauto.cz/osobni/detail/skoda/citigo/209865759
https://www.sauto.cz/osobni/detail/land-rover/range-rover/209713692,"Land Rover Range Rover,
P530 AUTOBIOGRAPHY SWB AWD",4 999 000 Kč,"2026, 5 000 km, Benzín, Automatická",4999000.0,2026.0,5000.0,Benzín,Automatická,https://www.sauto.cz/osobni/detail/land-rover/range-rover/209713692
https://www.sauto.cz/osobni/detail/skoda/octavia/209566824,"Škoda Octavia,
AMBITION TSI 1.5 TSI",461 000 Kč,"2022, 95 884 km, Benzín, Manuální",461000.0,2022.0,95884.0,Benzín,Manuální,https://www.sauto.cz/osobni/detail/skoda/octavia/209566824
https://www.sauto.cz/osobni/detail/skoda/octavia/209507472,"Škoda Octavia,
STYLE TDI",481 000 Kč,"2023, 48 463 km, Nafta, Manuální",481000.0,2023.0,48463.0,Nafta,Manuální,https://www.sauto.cz/osobni/detail/skoda/octavia/209507472
https://www.sauto.cz/osobni/detail/volkswagen/golf/209816262,"Volkswagen Golf,
Variant Life 1.5 TSI",424 000 Kč,"2022, 49 444 km, Benzín, Manuální",424000.0,2022.0,49444.0,Benzín,Manuální,https://www.sauto.cz/osobni/detail/volkswagen/golf/209816262
https://www.sauto.cz/osobni/detail/volkswagen/golf/209786445,"Volkswagen Golf,
LIFE 1,5 TSI 6G",482 000 Kč,"2022, 22 784 km, Benzín, Manuální",482000.0,2022.0,22784.0,Benzín,Manuální,https://www.sauto.cz/osobni/detail/volkswagen/golf/209786445
https://www.sauto.cz/osobni/detail/mercedes-benz/tridy-b/209865699,"Mercedes-Benz Třídy B,
1,6 i Automat, Xenony.",269 000 Kč,"2012, 130 500 km, Benzín, Automatická",269000.0,2012.0,130500.0,Benzín,Automatická,https://www.sauto.cz/osobni/detail/mercedes-benz/tridy-b/209865699
https://www.sauto.cz/osobni/detail/volkswagen/tiguan/209784429,Volkswagen Tiguan,469 480 Kč,"2017, 210 000 km, Nafta, Automatická",469480.0,2017.0,210000.0,Nafta,Automatická,https://www.sauto.cz/osobni/detail/volkswagen/tiguan/209784429
https://www.sauto.cz/osobni/detail/mercedes-benz/eqe/209792892,"Mercedes-Benz EQE,
300 AMG Pack - 22.600km, DPH!",1 060 000 Kč,"2023, 22 600 km, Elektro, Automatická",1060000.0,2023.0,22600.0,Elektro,Automatická,https://www.sauto.cz/osobni/detail/mercedes-benz/eqe/209792892
https://www.sauto.cz/osobni/detail/skoda/superb/209865756,"Škoda Superb,
2.0TDI 110KW STYLE tažné",484 990 Kč,"2021, 138 000 km, Nafta, Manuální",484990.0,2021.0,138000.0,Nafta,Manuální,https://www.sauto.cz/osobni/detail/skoda/superb/209865756
https://www.sauto.cz/osobni/detail/dacia/jogger/209576307,"Dacia Jogger,
1.0TCe/Extreme/81kw/Záruka/",399 999 Kč,"2023, 28 231 km, Benzín, Manuální",399999.0,2023.0,28231.0,Benzín,Manuální,https://www.sauto.cz/osobni/detail/dacia/jogger/209576307
https://www.sauto.cz/osobni/detail/skoda/kodiaq/209693202,"Škoda Kodiaq,
2.0 TDi/2022/110KW/DSG/MATRIX",599 999 Kč,"2022, 141 070 km, Nafta, Automatická",599999.0,2022.0,141070.0,Nafta,Automatická,https://www.sauto.cz/osobni/detail/skoda/kodiaq/209693202
https://www.sauto.cz/osobni/detail/skoda/kodiaq/209761575,"Škoda Kodiaq,
FL 2.0 TDI 4x4/2022/110KW/DSG",659 000 Kč,"2022, 117 679 km, Nafta, Automatická",659000.0,2022.0,117679.0,Nafta,Automatická,https://www.sauto.cz/osobni/detail/skoda/kodiaq/209761575
https://www.sauto.cz/osobni/detail/skoda/octavia/209853684,"Škoda Octavia,
1.6 TDI, ČR,1.maj, Klima",120 000 Kč,"2013, 327 407 km, Nafta, Manuální",120000.0,2013.0,327407.0,Nafta,Manuální,https://www.sauto.cz/osobni/detail/skoda/octavia/209853684
https://www.sauto.cz/osobni/detail/skoda/fabia/209841699,"Škoda Fabia,
1.2 TSI, Klima, El. okna",150 000 Kč,"2015, 176 868 km, Benzín, Manuální",150000.0,2015.0,176868.0,Benzín,Manuální,https://www.sauto.cz/osobni/detail/skoda/fabia/209841699
https://www.sauto.cz/osobni/detail/skoda/fabia/209841228,"Škoda Fabia,
1.0, Ambition, ČR,1.maj, Klima",270 000 Kč,"2021, 123 703 km, Benzín, Manuální",270000.0,2021.0,123703.0,Benzín,Manuální,https://www.sauto.cz/osobni/detail/skoda/fabia/209841228
https://www.sauto.cz/osobni/detail/skoda/fabia/209839080,"Škoda Fabia,
1.4 TDI, Ambition, Serv.kniha",110 000 Kč,"2016, 210 256 km, Nafta, Manuální",110000.0,2016.0,210256.0,Nafta,Manuální,https://www.sauto.cz/osobni/detail/skoda/fabia/209839080
https://www.sauto.cz/osobni/detail/opel/mokka/209824851,"Opel Mokka,
1.2 Turbo, ČR,1.maj",370 000 Kč,"2021, 61 389 km, Benzín, Manuální",370000.0,2021.0,61389.0,Benzín,Manuální,https://www.sauto.cz/osobni/detail/opel/mokka/209824851
https://www.sauto.cz/osobni/detail/hyundai/i20/209824218,"Hyundai i20,
1.2, plně pojízdný, Klima",80 000 Kč,"2012, 80 500 km, Benzín, Manuální",80000.0,2012.0,80500.0,Benzín,Manuální,https://www.sauto.cz/osobni/detail/hyundai/i20/209824218
https://www.sauto.cz/osobni/detail/tesla/model-3/209816898,"Tesla Model 3,
Long Range 4WD 74kWh, SoH 91%",540 000 Kč,"2020, 158 407 km, Elektro, Automatická",540000.0,2020.0,158407.0,Elektro,Automatická,https://www.sauto.cz/osobni/detail/tesla/model-3/209816898
https://www.sauto.cz/osobni/detail/toyota/proace-verso/209815176,"Toyota Proace Verso,
2.0 D-4D, Family, 8 míst, L1",500 000 Kč,"2017, 136 751 km, Nafta, Manuální",500000.0,2017.0,136751.0,Nafta,Manuální,https://www.sauto.cz/osobni/detail/toyota/proace-verso/209815176
https://www.sauto.cz/osobni/detail/hyundai/i30/209814525,"Hyundai i30,
1.4 CVVT, Serv.kniha, Klima",175 000 Kč,"2015, 89 430 km, Benzín, Manuální",175000.0,2015.0,89430.0,Benzín,Manuální,https://www.sauto.cz/osobni/detail/hyundai/i30/209814525
https://www.sauto.cz/osobni/detail/dacia/duster/209803131,"Dacia Duster,
1.0 TCe, LPG, ČR,1.maj",390 000 Kč,"2023, 55 739 km, LPG + benzín, Manuální",390000.0,2023.0,55739.0,Other,Manuální,https://www.sauto.cz/osobni/detail/dacia/duster/209803131
https://www.sauto.cz/osobni/detail/volkswagen/golf/209802768,"Volkswagen Golf,
2.0 TDI GTD, Automat",290 000 Kč,"2015, 179 990 km, Nafta, Automatická",290000.0,2015.0,179990.0,Nafta,Automatická,https://www.sauto.cz/osobni/detail/volkswagen/golf/209802768
https://www.sauto.cz/osobni/detail/volkswagen/tiguan/209792667,"Volkswagen Tiguan,
2.0 TDI, 4X4, Automat, Kůže",230 000 Kč,"2012, 212 533 km, Nafta, Automatická",230000.0,2012.0,212533.0,Nafta,Automatická,https://www.sauto.cz/osobni/detail/volkswagen/tiguan/209792667
https://www.sauto.cz/osobni/detail/dacia/duster/209791521,"Dacia Duster,
1.0 TCe, Serv.kniha, Navi",370 000 Kč,"2022, 20 734 km, Benzín, Manuální",370000.0,2022.0,20734.0,Benzín,Manuální,https://www.sauto.cz/osobni/detail/dacia/duster/209791521
https://www.sauto.cz/osobni/detail/hyundai/tucson/209788299,"Hyundai Tucson,
1.6 T-GDI, Smart, Automat, ČR",570 000 Kč,"2024, 29 652 km, Hybridní, Automatická",570000.0,2024.0,29652.0,Hybridní,Automatická,https://www.sauto.cz/osobni/detail/hyundai/tucson/209788299
https://www.sauto.cz/osobni/detail/skoda/fabia/209779812,"Škoda Fabia,
1.2 TSI, ČR,1.maj, Serv.kniha",125 000 Kč,"2012, 93 994 km, Benzín, Manuální",125000.0,2012.0,93994.0,Benzín,Manuální,https://www.sauto.cz/osobni/detail/skoda/fabia/209779812
https://www.sauto.cz/osobni/detail/skoda/octavia/209776881,"Škoda Octavia,
2.0 TDI, Style, Automat, Navi",350 000 Kč,"2020, 198 307 km, Nafta, Automatická",350000.0,2020.0,198307.0,Nafta,Automatická,https://www.sauto.cz/osobni/detail/skoda/octavia/209776881
https://www.sauto.cz/osobni/detail/skoda/scala/209768958,"Škoda Scala,
1.0 TSI, ČR,1.maj, Klima",320 000 Kč,"2020, 75 334 km, Benzín, Manuální",320000.0,2020.0,75334.0,Benzín,Manuální,https://www.sauto.cz/osobni/detail/skoda/scala/209768958
https://www.sauto.cz/osobni/detail/volkswagen/golf/209768529,"Volkswagen Golf,
1.2 TSI, Automatická klima",146 000 Kč,"2011, 143 723 km, Benzín, Manuální",146000.0,2011.0,143723.0,Benzín,Manuální,https://www.sauto.cz/osobni/detail/volkswagen/golf/209768529
https://www.sauto.cz/osobni/detail/mg/zs/209767557,"MG ZS,
1.0 Turbo, Elegance, ČR,1.maj",370 000 Kč,"2023, 16 045 km, Benzín, Manuální",370000.0,2023.0,16045.0,Benzín,Manuální,https://www.sauto.cz/osobni/detail/mg/zs/209767557
https://www.sauto.cz/osobni/detail/ford/kuga/209756181,"Ford Kuga,
2.5 Hybrid, ST-Line, Automat",520 000 Kč,"2022, 85 826 km, Hybridní, Automatická",520000.0,2022.0,85826.0,Hybridní,Automatická,https://www.sauto.cz/osobni/detail/ford/kuga/209756181
https://www.sauto.cz/osobni/detail/skoda/scala/209751564,"Škoda Scala,
1.5 TSI, Monte Carlo, Automat",540 000 Kč,"2023, 38 537 km, Benzín, Automatická",540000.0,2023.0,38537.0,Benzín,Automatická,https://www.sauto.cz/osobni/detail/skoda/scala/209751564
https://www.sauto.cz/osobni/detail/mg/zs/209748606,"MG ZS,
1.5, Emotion Plus, Navigace",440 000 Kč,"2025, 10 km, Benzín, Manuální",440000.0,2025.0,10.0,Benzín,Manuální,https://www.sauto.cz/osobni/detail/mg/zs/209748606
https://www.sauto.cz/osobni/detail/skoda/karoq/209736651,"Škoda Karoq,
1.5 TSI, Fresh, Serv.kniha",620 000 Kč,"2024, 38 587 km, Benzín, Manuální",620000.0,2024.0,38587.0,Benzín,Manuální,https://www.sauto.cz/osobni/detail/skoda/karoq/209736651
https://www.sauto.cz/osobni/detail/skoda/karoq/209733138,"Škoda Karoq,
1.5 TSI, Automat",430 000 Kč,"2020, 154 308 km, Benzín, Automatická",430000.0,2020.0,154308.0,Benzín,Automatická,https://www.sauto.cz/osobni/detail/skoda/karoq/209733138
https://www.sauto.cz/osobni/detail/volkswagen/tiguan/209727255,"Volkswagen Tiguan,
2.0 TDI, Comfortline, 4X4",380 000 Kč,"2017, 173 301 km, Nafta, Automatická",380000.0,2017.0,173301.0,Nafta,Automatická,https://www.sauto.cz/osobni/detail/volkswagen/tiguan/209727255
https://www.sauto.cz/osobni/detail/skoda/enyaq-iv/209767041,"Škoda Enyaq iV,
iV 60 (62 kWh), SoH 90%",570 000 Kč,"2021, 120 342 km, Elektro, Automatická",570000.0,2021.0,120342.0,Elektro,Automatická,https://www.sauto.cz/osobni/detail/skoda/enyaq-iv/209767041
https://www.sauto.cz/osobni/detail/hyundai/i20/209722413,"Hyundai i20,
1.2, Serv.kniha, po STK",80 000 Kč,"2012, 128 584 km, Benzín, Manuální",80000.0,2012.0,128584.0,Benzín,Manuální,https://www.sauto.cz/osobni/detail/hyundai/i20/209722413
https://www.sauto.cz/osobni/detail/skoda/kodiaq/209639964,"Škoda Kodiaq,
2.0 TDI, Style, Automat, Kůže",550 000 Kč,"2019, 155 562 km, Nafta, Automatická",550000.0,2019.0,155562.0,Nafta,Automatická,https://www.sauto.cz/osobni/detail/skoda/kodiaq/209639964
https://www.sauto.cz/osobni/detail/skoda/fabia/209631660,"Škoda Fabia,
1.6 TDI, Elegance, NOVÁ CENA",140 000 Kč,"2014, 151 782 km, Nafta, Manuální",140000.0,2014.0,151782.0,Nafta,Manuální,https://www.sauto.cz/osobni/detail/skoda/fabia/209631660
https://www.sauto.cz/osobni/detail/skoda/kodiaq/209538756,"Škoda Kodiaq,
2.0 TDI, Scout, 4X4, Automat",550 000 Kč,"2018, 185 311 km, Nafta, Automatická",550000.0,2018.0,185311.0,Nafta,Automatická,https://www.sauto.cz/osobni/detail/skoda/kodiaq/209538756
https://www.sauto.cz/osobni/detail/ford/kuga/209514279,"Ford Kuga,
2.5 Plug-in Hybrid, NOVÁ CENA",500 000 Kč,"2022, 71 441 km, Hybridní, Automatická",500000.0,2022.0,71441.0,Hybridní,Automatická,https://www.sauto.cz/osobni/detail/ford/kuga/209514279
